Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MACD_Line,Signal_Line,Histogram,Moving_Average
2023-04-05 00:00:00-04:00,105.77999877929688,106.0999984741211,103.66000366210938,104.47000122070312,28290500,0.0,0.0,0.0,0.0,0.0,
2023-04-06 00:00:00-04:00,105.26000213623047,109.16999816894531,104.33000183105469,108.41999816894531,48711500,0.0,0.0,0.3150994716546478,0.06301989433092957,0.2520795773237182,
2023-04-10 00:00:00-04:00,106.9800033569336,107.58999633789062,105.12000274658203,106.44000244140625,27067400,0.0,0.0,0.40043302278660065,0.1305025200220638,0.26993050276453684,
2023-04-11 00:00:00-04:00,106.55000305175781,106.7300033569336,104.68000030517578,105.3499984741211,26311800,0.0,0.0,0.3757745708953024,0.17955693019671154,0.19621764069859088,
2023-04-12 00:00:00-04:00,106.58000183105469,106.75,104.33999633789062,104.63999938964844,24370300,0.0,0.0,0.29553483608356146,0.20275251137408154,0.09278232470947992,105.86399993896484
2023-04-13 00:00:00-04:00,105.83999633789062,107.48999786376953,105.83999633789062,107.43000030517578,24843600,0.0,0.0,0.45186520422375054,0.25257504994401536,0.19929015427973518,106.45599975585938
2023-04-14 00:00:00-04:00,106.88999938964844,108.94000244140625,106.83999633789062,108.87000274658203,26578000,0.0,0.0,0.6840687904944929,0.3388737980541109,0.345194992440382,106.54600067138672
2023-04-17 00:00:00-04:00,104.66000366210938,106.16000366210938,104.5199966430664,105.97000122070312,37571200,0.0,0.0,0.6268598683801514,0.396471012119319,0.2303888562608324,106.45200042724609
2023-04-18 00:00:00-04:00,106.48999786376953,106.54000091552734,104.06999969482422,104.5,26596400,0.0,0.0,0.45762930645807387,0.40870267098707,0.04892663547100384,106.28200073242188
2023-04-19 00:00:00-04:00,103.58000183105469,104.9800033569336,103.06999969482422,104.18000030517578,20905700,0.0,0.0,0.2942990693940146,0.385821950668459,-0.09152288127444436,106.19000091552735
2023-04-20 00:00:00-04:00,103.91000366210938,106.25,103.87000274658203,105.29000091552734,27820800,0.0,0.0,0.2515270056323402,0.35896296166123526,-0.10743595602889505,105.76200103759766
2023-04-21 00:00:00-04:00,105.47000122070312,106.0,104.77999877929688,105.41000366210938,25800100,0.0,0.0,0.2247225935164039,0.332114888032269,-0.10739229451586513,105.07000122070312
2023-04-24 00:00:00-04:00,105.48999786376953,106.62999725341797,104.69999694824219,105.97000122070312,23542800,0.0,0.0,0.24583321441291162,0.31485855330839757,-0.06902533889548595,105.07000122070312
2023-04-25 00:00:00-04:00,105.83000183105469,106.69000244140625,103.83999633789062,103.8499984741211,46664100,0.0,0.0,0.09045432832913036,0.26997770831254414,-0.17952337998341378,104.94000091552735
2023-04-26 00:00:00-04:00,104.91999816894531,106.3499984741211,102.62999725341797,103.70999908447266,53347600,0.0,0.0,-0.04348012721648331,0.20728614120673866,-0.25076626842322197,104.84600067138672
2023-04-27 00:00:00-04:00,104.44999694824219,108.37000274658203,103.54000091552734,107.58999633789062,50089200,0.0,0.0,0.16159642073088776,0.1981481971115685,-0.036551776380680745,105.30599975585938
2023-04-28 00:00:00-04:00,107.04000091552734,107.3499984741211,105.08999633789062,107.33999633789062,36139800,0.0,0.0,0.30048435521123906,0.21861542873150264,0.08186892647973643,105.69199829101562
2023-05-01 00:00:00-04:00,106.83999633789062,107.98999786376953,106.81999969482422,107.19999694824219,26681700,0.0,0.0,0.3947073228781761,0.25383380756083734,0.14087351531733877,105.93799743652343
2023-05-02 00:00:00-04:00,107.13999938964844,107.19999694824219,103.70999908447266,105.31999969482422,30997200,0.0,0.0,0.3140593562718692,0.26587891730304375,0.048180438968825456,106.23199768066407
2023-05-03 00:00:00-04:00,105.52999877929688,107.48999786376953,104.95999908447266,105.41000366210938,21795400,0.0,0.0,0.2544744071042544,0.2635980152632859,-0.009123608159031515,106.5719985961914
2023-05-04 00:00:00-04:00,105.48999786376953,105.5999984741211,103.97000122070312,104.69000244140625,23419500,0.0,0.0,0.14745505431450567,0.24036942307352988,-0.0929143687590242,105.99199981689453
2023-05-05 00:00:00-04:00,104.81999969482422,105.87999725341797,104.11000061035156,105.56999969482422,26625100,0.0,0.0,0.132126794659996,0.21872089739082312,-0.08659410273082713,105.63800048828125
2023-05-08 00:00:00-04:00,105.18000030517578,107.95999908447266,105.16000366210938,107.7699966430664,26511400,0.0,0.0,0.29411008801369576,0.23379873551539765,0.06031135249829811,105.75200042724609
2023-05-09 00:00:00-04:00,108.38999938964844,110.1500015258789,107.19000244140625,107.3499984741211,36360100,0.0,0.0,0.3841642663320499,0.2638718416787281,0.1202924246533218,106.15800018310547
2023-05-10 00:00:00-04:00,107.97000122070312,112.94000244140625,107.93000030517578,111.75,63153400,0.0,0.0,0.8013388666079209,0.3713652466645667,0.42997361994335415,107.42599945068359
2023-05-11 00:00:00-04:00,115.4000015258789,117.91999816894531,114.41000366210938,116.56999969482422,78900000,0.0,0.0,1.5035543967062353,0.5978030766729004,0.9057513200333348,109.80199890136718
2023-05-12 00:00:00-04:00,116.68000030517578,118.02999877929688,116.11000061035156,117.51000213623047,41073800,0.0,0.0,2.1115746860212994,0.9005573985425803,1.211017287478719,112.18999938964843
2023-05-15 00:00:00-04:00,116.11000061035156,118.4800033569336,116.01000213623047,116.51000213623047,36266800,0.0,0.0,2.484108249604091,1.2172675687548826,1.2668406808492085,113.93800048828125
2023-05-16 00:00:00-04:00,116.48999786376953,120.75,116.43000030517578,119.51000213623047,45035600,0.0,0.0,2.986986588597972,1.5712113727235006,1.4157752158744714,116.37000122070313
2023-05-17 00:00:00-04:00,119.61000061035156,121.66999816894531,118.88999938964844,120.83999633789062,33323600,0.0,0.0,3.453036259582035,1.9475763500952077,1.5054599094868273,118.18800048828125
